experiment_name,dataset,scale,resolution_inferred,variant,seed,summary_path,checkpoint_path_inferred,checkpoint_exists,parameter_count_summary,quality_metric_value,quality_metric_source_keys,included_for_deployment,notes
burgers_fno_base_r8192_seed1,burgers,base,[8192],resolution_scaling,1,artifacts/summaries/burgers_fno_base_r8192_seed1_summary.json,artifacts/checkpoints/burgers_fno_base_r8192_seed1_best.pt,True,235537,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
burgers_fno_base_seed3,burgers,base,[2048],baseline,3,artifacts/summaries/burgers_fno_base_seed3_summary.json,artifacts/checkpoints/burgers_fno_base_seed3_best.pt,True,235537,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
burgers_fno_large_seed0,burgers,large,[2048],baseline,0,artifacts/summaries/burgers_fno_large_seed0_summary.json,artifacts/checkpoints/burgers_fno_large_seed0_best.pt,True,820033,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
burgers_fno_small_seed2,burgers,small,[2048],baseline,2,artifacts/summaries/burgers_fno_small_seed2_summary.json,artifacts/checkpoints/burgers_fno_small_seed2_best.pt,True,72033,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_modes12_seed1,darcy,base,"[141, 141]",modes12,1,artifacts/summaries/darcy_fno_base_modes12_seed1_summary.json,artifacts/checkpoints/darcy_fno_base_modes12_seed1_best.pt,True,1853953,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_modes24_seed1,darcy,base,"[141, 141]",modes24,1,artifacts/summaries/darcy_fno_base_modes24_seed1_summary.json,artifacts/checkpoints/darcy_fno_base_modes24_seed1_best.pt,True,7383553,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_nocoords_seed2,darcy,base,"[141, 141]",nocoords,2,artifacts/summaries/darcy_fno_base_nocoords_seed2_summary.json,artifacts/checkpoints/darcy_fno_base_nocoords_seed2_best.pt,True,3287473,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_pad0_seed1,darcy,base,"[141, 141]",pad0,1,artifacts/summaries/darcy_fno_base_pad0_seed1_summary.json,artifacts/checkpoints/darcy_fno_base_pad0_seed1_best.pt,True,3287553,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_pad15_seed0,darcy,base,"[141, 141]",pad15,0,artifacts/summaries/darcy_fno_base_pad15_seed0_summary.json,artifacts/checkpoints/darcy_fno_base_pad15_seed0_best.pt,True,3287553,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_r141_seed0,darcy,base,"[141, 141]",resolution_scaling,0,artifacts/summaries/darcy_fno_base_r141_seed0_summary.json,artifacts/checkpoints/darcy_fno_base_r141_seed0_best.pt,True,3287553,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_r211_seed1,darcy,base,"[211, 211]",resolution_scaling,1,artifacts/summaries/darcy_fno_base_r211_seed1_summary.json,artifacts/checkpoints/darcy_fno_base_r211_seed1_best.pt,True,3287553,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_r281_seed1,darcy,base,"[281, 281]",resolution_scaling,1,artifacts/summaries/darcy_fno_base_r281_seed1_summary.json,artifacts/checkpoints/darcy_fno_base_r281_seed1_best.pt,True,3287553,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_r421_seed1,darcy,base,"[421, 421]",resolution_scaling,1,artifacts/summaries/darcy_fno_base_r421_seed1_summary.json,artifacts/checkpoints/darcy_fno_base_r421_seed1_best.pt,True,3287553,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_r85_seed2,darcy,base,"[85, 85]",resolution_scaling,2,artifacts/summaries/darcy_fno_base_r85_seed2_summary.json,artifacts/checkpoints/darcy_fno_base_r85_seed2_best.pt,True,3287553,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_base_seed0,darcy,base,"[141, 141]",baseline,0,artifacts/summaries/darcy_fno_base_seed0_summary.json,artifacts/checkpoints/darcy_fno_base_seed0_best.pt,True,3287553,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_large_seed0,darcy,large,"[141, 141]",baseline,0,artifacts/summaries/darcy_fno_large_seed0_summary.json,artifacts/checkpoints/darcy_fno_large_seed0_best.pt,True,28345217,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
darcy_fno_small_seed4,darcy,small,"[141, 141]",baseline,4,artifacts/summaries/darcy_fno_small_seed4_summary.json,artifacts/checkpoints/darcy_fno_small_seed4_best.pt,True,667713,,test_rel_l2|test_relative_l2|rel_l2|relative_l2|test_loss|best_val_loss|val_loss|best_metric,True,Use this as validity gate; verify exact metric name from training config before final manuscript.
